location,date,vaccine,total_vaccinations
France,2022-08-11,Johnson&Johnson,1090504
France,2022-08-11,Moderna,23909419
France,2022-08-11,Novavax,30159
France,2022-08-11,Pfizer/BioNTech,116188642
France,2022-08-12,Johnson&Johnson,1090509
France,2022-08-12,Moderna,23910736
France,2022-08-12,Novavax,30261
France,2022-08-12,Pfizer/BioNTech,116222200
France,2022-08-13,Johnson&Johnson,1090510
France,2022-08-13,Moderna,23910962
France,2022-08-13,Novavax,30290
France,2022-08-13,Pfizer/BioNTech,116229290
France,2022-08-14,Johnson&Johnson,1090511
France,2022-08-14,Moderna,23911029
France,2022-08-14,Novavax,30294
France,2022-08-14,Pfizer/BioNTech,116230625
France,2022-08-15,Johnson&Johnson,1090517
France,2022-08-15,Moderna,23911088
France,2022-08-15,Novavax,30300
France,2022-08-15,Pfizer/BioNTech,116232077
France,2022-08-16,Johnson&Johnson,1090518
France,2022-08-16,Moderna,23911973
France,2022-08-16,Novavax,30429
France,2022-08-16,Pfizer/BioNTech,116258927
France,2022-08-17,Johnson&Johnson,1090521
France,2022-08-17,Moderna,23912865
France,2022-08-17,Novavax,30524
France,2022-08-17,Pfizer/BioNTech,116286422
France,2022-08-18,Johnson&Johnson,1090527
France,2022-08-18,Moderna,23913905
France,2022-08-18,Novavax,30626
France,2022-08-18,Pfizer/BioNTech,116317349
France,2022-08-19,Johnson&Johnson,1090532
France,2022-08-19,Moderna,23914775
France,2022-08-19,Novavax,30710
France,2022-08-19,Pfizer/BioNTech,116349916
France,2022-08-20,Johnson&Johnson,1090536
France,2022-08-20,Moderna,23915065
France,2022-08-20,Novavax,30767
France,2022-08-20,Pfizer/BioNTech,116357305
France,2022-08-21,Johnson&Johnson,1090537
France,2022-08-21,Moderna,23915117
France,2022-08-21,Novavax,30775
France,2022-08-21,Pfizer/BioNTech,116358790
France,2022-08-22,Johnson&Johnson,1090549
France,2022-08-22,Moderna,23915664
France,2022-08-22,Novavax,30853
France,2022-08-22,Pfizer/BioNTech,116378371
France,2022-08-23,Johnson&Johnson,1090558
France,2022-08-23,Moderna,23916523
France,2022-08-23,Novavax,30945
France,2022-08-23,Pfizer/BioNTech,116412625
France,2022-08-24,Johnson&Johnson,1090565
France,2022-08-24,Moderna,23917115
France,2022-08-24,Novavax,31018
France,2022-08-24,Pfizer/BioNTech,116436600
France,2022-08-25,Johnson&Johnson,1090571
France,2022-08-25,Moderna,23917745
France,2022-08-25,Novavax,31072
France,2022-08-25,Pfizer/BioNTech,116464910
France,2022-08-26,Johnson&Johnson,1090578
France,2022-08-26,Moderna,23918644
France,2022-08-26,Novavax,31162
France,2022-08-26,Pfizer/BioNTech,116496404
France,2022-08-27,Johnson&Johnson,1090579
France,2022-08-27,Moderna,23918878
France,2022-08-27,Novavax,31212
France,2022-08-27,Pfizer/BioNTech,116503766
France,2022-08-28,Johnson&Johnson,1090580
France,2022-08-28,Moderna,23918904
France,2022-08-28,Novavax,31227
France,2022-08-28,Pfizer/BioNTech,116505236
France,2022-08-29,Johnson&Johnson,1090588
France,2022-08-29,Moderna,23919465
France,2022-08-29,Novavax,31283
France,2022-08-29,Pfizer/BioNTech,116523959
France,2022-08-30,Johnson&Johnson,1090594
France,2022-08-30,Moderna,23920495
France,2022-08-30,Novavax,31362
France,2022-08-30,Pfizer/BioNTech,116558272
France,2022-08-31,Johnson&Johnson,1090598
France,2022-08-31,Moderna,23921028
France,2022-08-31,Novavax,31448
France,2022-08-31,Pfizer/BioNTech,116580158
France,2022-09-01,Johnson&Johnson,1090612
France,2022-09-01,Moderna,23921829
France,2022-09-01,Novavax,31482
France,2022-09-01,Pfizer/BioNTech,116608051
France,2022-09-02,Johnson&Johnson,1090617
France,2022-09-02,Moderna,23922811
France,2022-09-02,Novavax,31518
France,2022-09-02,Pfizer/BioNTech,116642847
France,2022-09-03,Johnson&Johnson,1090620
France,2022-09-03,Moderna,23923136
France,2022-09-03,Novavax,31537
France,2022-09-03,Pfizer/BioNTech,116651499
France,2022-09-04,Johnson&Johnson,1090621
France,2022-09-04,Moderna,23923189
France,2022-09-04,Novavax,31542
France,2022-09-04,Pfizer/BioNTech,116652952
France,2022-09-05,Johnson&Johnson,1090627
France,2022-09-05,Moderna,23923743
France,2022-09-05,Novavax,31557
France,2022-09-05,Pfizer/BioNTech,116673317
France,2022-09-06,Johnson&Johnson,1090628
France,2022-09-06,Moderna,23924770
France,2022-09-06,Novavax,31592
France,2022-09-06,Pfizer/BioNTech,116710823
France,2022-09-07,Johnson&Johnson,1090632
France,2022-09-07,Moderna,23925264
France,2022-09-07,Novavax,31604
France,2022-09-07,Pfizer/BioNTech,116731638
France,2022-09-08,Johnson&Johnson,1090635
France,2022-09-08,Moderna,23926098
France,2022-09-08,Novavax,31616
France,2022-09-08,Pfizer/BioNTech,116760962
France,2022-09-09,Johnson&Johnson,1090639
France,2022-09-09,Moderna,23927020
France,2022-09-09,Novavax,31641
France,2022-09-09,Pfizer/BioNTech,116794008
France,2022-09-10,Johnson&Johnson,1090643
France,2022-09-10,Moderna,23927233
France,2022-09-10,Novavax,31649
France,2022-09-10,Pfizer/BioNTech,116802295
France,2022-09-11,Johnson&Johnson,1090645
France,2022-09-11,Moderna,23927272
France,2022-09-11,Novavax,31653
France,2022-09-11,Pfizer/BioNTech,116803486
France,2022-09-12,Johnson&Johnson,1090648
France,2022-09-12,Moderna,23927733
France,2022-09-12,Novavax,31668
France,2022-09-12,Pfizer/BioNTech,116820164
France,2022-09-13,Johnson&Johnson,1090649
France,2022-09-13,Moderna,23928577
France,2022-09-13,Novavax,31680
France,2022-09-13,Pfizer/BioNTech,116851385
France,2022-09-14,Johnson&Johnson,1090653
France,2022-09-14,Moderna,23929180
France,2022-09-14,Novavax,31699
France,2022-09-14,Pfizer/BioNTech,116871428
France,2022-09-15,Johnson&Johnson,1090658
France,2022-09-15,Moderna,23929860
France,2022-09-15,Novavax,31730
France,2022-09-15,Pfizer/BioNTech,116899205
France,2022-09-16,Johnson&Johnson,1090659
France,2022-09-16,Moderna,23930601
France,2022-09-16,Novavax,31796
France,2022-09-16,Pfizer/BioNTech,116930313
France,2022-09-17,Johnson&Johnson,1090661
France,2022-09-17,Moderna,23930843
France,2022-09-17,Novavax,31848
France,2022-09-17,Pfizer/BioNTech,116938525
France,2022-09-18,Johnson&Johnson,1090662
France,2022-09-18,Moderna,23930904
France,2022-09-18,Novavax,31857
France,2022-09-18,Pfizer/BioNTech,116940001
France,2022-09-19,Johnson&Johnson,1090668
France,2022-09-19,Moderna,23931421
France,2022-09-19,Novavax,31920
France,2022-09-19,Pfizer/BioNTech,116956027
France,2022-09-20,Johnson&Johnson,1090672
France,2022-09-20,Moderna,23932218
France,2022-09-20,Novavax,31984
France,2022-09-20,Pfizer/BioNTech,116986964
France,2022-09-21,Johnson&Johnson,1090675
France,2022-09-21,Moderna,23932756
France,2022-09-21,Novavax,32020
France,2022-09-21,Pfizer/BioNTech,117006753
France,2022-09-22,Johnson&Johnson,1090678
France,2022-09-22,Moderna,23933519
France,2022-09-22,Novavax,32090
France,2022-09-22,Pfizer/BioNTech,117034433
France,2022-09-23,Johnson&Johnson,1090683
France,2022-09-23,Moderna,23934269
France,2022-09-23,Novavax,32173
France,2022-09-23,Pfizer/BioNTech,117068714
France,2022-09-24,Johnson&Johnson,1090684
France,2022-09-24,Moderna,23934530
France,2022-09-24,Novavax,32211
France,2022-09-24,Pfizer/BioNTech,117078012
France,2022-09-25,Moderna,23934594
France,2022-09-25,Novavax,32228
France,2022-09-25,Pfizer/BioNTech,117079661
France,2022-09-26,Johnson&Johnson,1090687
France,2022-09-26,Moderna,23935220
France,2022-09-26,Novavax,32275
France,2022-09-26,Pfizer/BioNTech,117095982
France,2022-09-27,Johnson&Johnson,1090690
France,2022-09-27,Moderna,23936364
France,2022-09-27,Novavax,32331
France,2022-09-27,Pfizer/BioNTech,117125810
France,2022-09-28,Johnson&Johnson,1090695
France,2022-09-28,Moderna,23936924
France,2022-09-28,Novavax,32388
France,2022-09-28,Pfizer/BioNTech,117144611
France,2022-09-29,Johnson&Johnson,1090702
France,2022-09-29,Moderna,23937774
France,2022-09-29,Novavax,32458
France,2022-09-29,Pfizer/BioNTech,117169216
France,2022-09-30,Johnson&Johnson,1090704
France,2022-09-30,Moderna,23939160
France,2022-09-30,Novavax,32527
France,2022-09-30,Pfizer/BioNTech,117199191
France,2022-10-01,Johnson&Johnson,1090706
France,2022-10-01,Moderna,23939752
France,2022-10-01,Novavax,32569
France,2022-10-01,Pfizer/BioNTech,117207688
France,2022-10-02,Johnson&Johnson,1090707
France,2022-10-02,Moderna,23939844
France,2022-10-02,Novavax,32573
France,2022-10-02,Pfizer/BioNTech,117208647
France,2022-10-03,Johnson&Johnson,1090714
France,2022-10-03,Moderna,23942174
France,2022-10-03,Novavax,32602
France,2022-10-03,Pfizer/BioNTech,117222386
France,2022-10-04,Johnson&Johnson,1090717
France,2022-10-04,Moderna,23947297
France,2022-10-04,Novavax,32670
France,2022-10-04,Pfizer/BioNTech,117245684
France,2022-10-05,Johnson&Johnson,1090718
France,2022-10-05,Moderna,23951234
France,2022-10-05,Novavax,32698
France,2022-10-05,Pfizer/BioNTech,117260236
France,2022-10-06,Johnson&Johnson,1090720
France,2022-10-06,Moderna,23956859
France,2022-10-06,Novavax,32740
France,2022-10-06,Pfizer/BioNTech,117280640
France,2022-10-07,Johnson&Johnson,1090725
France,2022-10-07,Moderna,23963779
France,2022-10-07,Novavax,32822
France,2022-10-07,Pfizer/BioNTech,117309822
France,2022-10-08,Johnson&Johnson,1090730
France,2022-10-08,Moderna,23965183
France,2022-10-08,Novavax,32853
France,2022-10-08,Pfizer/BioNTech,117319342
France,2022-10-09,Moderna,23965451
France,2022-10-09,Novavax,32894
France,2022-10-09,Pfizer/BioNTech,117321209
France,2022-10-10,Johnson&Johnson,1090740
France,2022-10-10,Moderna,23968582
France,2022-10-10,Novavax,32940
France,2022-10-10,Pfizer/BioNTech,117342870
France,2022-10-11,Johnson&Johnson,1090744
France,2022-10-11,Moderna,23974452
France,2022-10-11,Novavax,32998
France,2022-10-11,Pfizer/BioNTech,117382984
France,2022-10-12,Johnson&Johnson,1090745
France,2022-10-12,Moderna,23978155
France,2022-10-12,Novavax,33060
France,2022-10-12,Pfizer/BioNTech,117410708
France,2022-10-13,Johnson&Johnson,1090750
France,2022-10-13,Moderna,23982920
France,2022-10-13,Novavax,33141
France,2022-10-13,Pfizer/BioNTech,117449784
France,2022-10-14,Johnson&Johnson,1090752
France,2022-10-14,Moderna,23988095
France,2022-10-14,Novavax,33247
France,2022-10-14,Pfizer/BioNTech,117498877
France,2022-10-15,Johnson&Johnson,1090755
France,2022-10-15,Moderna,23989420
France,2022-10-15,Novavax,33291
France,2022-10-15,Pfizer/BioNTech,117512182
France,2022-10-16,Moderna,23989588
France,2022-10-16,Novavax,33306
France,2022-10-16,Pfizer/BioNTech,117514568
France,2022-10-17,Johnson&Johnson,1090759
France,2022-10-17,Moderna,23991840
France,2022-10-17,Novavax,33346
France,2022-10-17,Pfizer/BioNTech,117542934
France,2022-10-18,Johnson&Johnson,1090761
France,2022-10-18,Moderna,23995930
France,2022-10-18,Novavax,33412
France,2022-10-18,Pfizer/BioNTech,117590930
France,2022-10-19,Johnson&Johnson,1090764
France,2022-10-19,Moderna,23999169
France,2022-10-19,Novavax,33464
France,2022-10-19,Pfizer/BioNTech,117627049
France,2022-10-20,Johnson&Johnson,1090769
France,2022-10-20,Moderna,24003430
France,2022-10-20,Novavax,33564
France,2022-10-20,Pfizer/BioNTech,117678426
France,2022-10-21,Johnson&Johnson,1090773
France,2022-10-21,Moderna,24007668
France,2022-10-21,Novavax,33644
France,2022-10-21,Pfizer/BioNTech,117738545
France,2022-10-22,Johnson&Johnson,1090774
France,2022-10-22,Moderna,24008835
France,2022-10-22,Novavax,33682
France,2022-10-22,Pfizer/BioNTech,117752692
France,2022-10-23,Moderna,24008965
France,2022-10-23,Novavax,33689
France,2022-10-23,Pfizer/BioNTech,117755174
France,2022-10-24,Johnson&Johnson,1090777
France,2022-10-24,Moderna,24010661
France,2022-10-24,Novavax,33724
France,2022-10-24,Pfizer/BioNTech,117784866
France,2022-10-25,Johnson&Johnson,1090781
France,2022-10-25,Moderna,24013951
France,2022-10-25,Novavax,33780
France,2022-10-25,Pfizer/BioNTech,117836830
France,2022-10-26,Johnson&Johnson,1090784
France,2022-10-26,Moderna,24016064
France,2022-10-26,Novavax,33823
France,2022-10-26,Pfizer/BioNTech,117871950
France,2022-10-27,Johnson&Johnson,1090789
France,2022-10-27,Moderna,24018755
France,2022-10-27,Novavax,33895
France,2022-10-27,Pfizer/BioNTech,117915351
France,2022-10-28,Moderna,24021415
France,2022-10-28,Novavax,33950
France,2022-10-28,Pfizer/BioNTech,117963014
France,2022-10-29,Johnson&Johnson,1090793
France,2022-10-29,Moderna,24022061
France,2022-10-29,Novavax,33984
France,2022-10-29,Pfizer/BioNTech,117973781
France,2022-10-30,Johnson&Johnson,1090794
France,2022-10-30,Moderna,24022153
France,2022-10-30,Novavax,33991
France,2022-10-30,Pfizer/BioNTech,117975775
France,2022-10-31,Johnson&Johnson,1090795
France,2022-10-31,Moderna,24023003
France,2022-10-31,Novavax,34040
France,2022-10-31,Pfizer/BioNTech,117993883
France,2022-11-01,Johnson&Johnson,1090802
France,2022-11-01,Moderna,24023079
France,2022-11-01,Novavax,34044
France,2022-11-01,Pfizer/BioNTech,117996180
France,2022-11-02,Johnson&Johnson,1090806
France,2022-11-02,Moderna,24024294
France,2022-11-02,Novavax,34114
France,2022-11-02,Pfizer/BioNTech,118024535
France,2022-11-03,Johnson&Johnson,1090807
France,2022-11-03,Moderna,24026191
France,2022-11-03,Novavax,34198
France,2022-11-03,Pfizer/BioNTech,118068082
France,2022-11-04,Johnson&Johnson,1090812
France,2022-11-04,Moderna,24028294
France,2022-11-04,Novavax,34264
France,2022-11-04,Pfizer/BioNTech,118115489
France,2022-11-05,Moderna,24028835
France,2022-11-05,Novavax,34295
France,2022-11-05,Pfizer/BioNTech,118126729
France,2022-11-06,Johnson&Johnson,1090814
France,2022-11-06,Moderna,24028916
France,2022-11-06,Novavax,34301
France,2022-11-06,Pfizer/BioNTech,118128720
France,2022-11-07,Johnson&Johnson,1090816
France,2022-11-07,Moderna,24030086
France,2022-11-07,Novavax,34352
France,2022-11-07,Pfizer/BioNTech,118158204
France,2022-11-08,Johnson&Johnson,1090823
France,2022-11-08,Moderna,24032212
France,2022-11-08,Novavax,34385
France,2022-11-08,Oxford/AstraZeneca,7863057
France,2022-11-08,Pfizer/BioNTech,118214572
France,2022-11-09,Moderna,24033710
France,2022-11-09,Novavax,34430
France,2022-11-09,Pfizer/BioNTech,118249238
France,2022-11-10,Johnson&Johnson,1090826
France,2022-11-10,Moderna,24035638
France,2022-11-10,Novavax,34466
France,2022-11-10,Pfizer/BioNTech,118297181
France,2022-11-11,Johnson&Johnson,1090827
France,2022-11-11,Moderna,24035749
France,2022-11-11,Novavax,34471
France,2022-11-11,Pfizer/BioNTech,118299306
France,2022-11-12,Johnson&Johnson,1090831
France,2022-11-12,Moderna,24036098
France,2022-11-12,Novavax,34494
France,2022-11-12,Pfizer/BioNTech,118307792
France,2022-11-13,Johnson&Johnson,1090833
France,2022-11-13,Moderna,24036145
France,2022-11-13,Novavax,34497
France,2022-11-13,Pfizer/BioNTech,118309388
France,2022-11-14,Johnson&Johnson,1090834
France,2022-11-14,Moderna,24036992
France,2022-11-14,Novavax,34559
France,2022-11-14,Pfizer/BioNTech,118336100
France,2022-11-15,Johnson&Johnson,1090838
France,2022-11-15,Moderna,24038597
France,2022-11-15,Novavax,34596
France,2022-11-15,Pfizer/BioNTech,118385382
France,2022-11-16,Johnson&Johnson,1090841
France,2022-11-16,Moderna,24039748
France,2022-11-16,Novavax,34668
France,2022-11-16,Pfizer/BioNTech,118417084
France,2022-11-17,Johnson&Johnson,1090843
France,2022-11-17,Moderna,24041066
France,2022-11-17,Novavax,34716
France,2022-11-17,Pfizer/BioNTech,118460094
France,2022-11-18,Johnson&Johnson,1090849
France,2022-11-18,Moderna,24042704
France,2022-11-18,Novavax,34775
France,2022-11-18,Pfizer/BioNTech,118509562
France,2022-11-19,Moderna,24043160
France,2022-11-19,Novavax,34795
France,2022-11-19,Pfizer/BioNTech,118521012
France,2022-11-20,Johnson&Johnson,1090850
France,2022-11-20,Moderna,24043220
France,2022-11-20,Novavax,34800
France,2022-11-20,Pfizer/BioNTech,118523221
France,2022-11-21,Moderna,24043999
France,2022-11-21,Novavax,34850
France,2022-11-21,Pfizer/BioNTech,118547222
France,2022-11-22,Johnson&Johnson,1090852
France,2022-11-22,Moderna,24045285
France,2022-11-22,Novavax,34877
France,2022-11-22,Pfizer/BioNTech,118590938
France,2022-11-23,Johnson&Johnson,1090853
France,2022-11-23,Moderna,24046195
France,2022-11-23,Novavax,34944
France,2022-11-23,Pfizer/BioNTech,118619798
France,2022-11-24,Johnson&Johnson,1090855
France,2022-11-24,Moderna,24047360
France,2022-11-24,Novavax,34989
France,2022-11-24,Pfizer/BioNTech,118660675
France,2022-11-25,Johnson&Johnson,1090862
France,2022-11-25,Moderna,24048724
France,2022-11-25,Novavax,35082
France,2022-11-25,Pfizer/BioNTech,118704878
France,2022-11-26,Johnson&Johnson,1090863
France,2022-11-26,Moderna,24049006
France,2022-11-26,Novavax,35102
France,2022-11-26,Pfizer/BioNTech,118715925
France,2022-11-27,Moderna,24049074
France,2022-11-27,Novavax,35107
France,2022-11-27,Pfizer/BioNTech,118717948
France,2022-11-28,Johnson&Johnson,1090867
France,2022-11-28,Moderna,24049932
France,2022-11-28,Novavax,35155
France,2022-11-28,Pfizer/BioNTech,118745397
France,2022-11-29,Johnson&Johnson,1090870
France,2022-11-29,Moderna,24051433
France,2022-11-29,Novavax,35193
France,2022-11-29,Pfizer/BioNTech,118795922
France,2022-11-30,Moderna,24052646
France,2022-11-30,Novavax,35262
France,2022-11-30,Pfizer/BioNTech,118836530
France,2022-12-01,Johnson&Johnson,1090875
France,2022-12-01,Moderna,24054216
France,2022-12-01,Novavax,35310
France,2022-12-01,Pfizer/BioNTech,118893394
France,2022-12-02,Johnson&Johnson,1090883
France,2022-12-02,Moderna,24056315
France,2022-12-02,Novavax,35384
France,2022-12-02,Pfizer/BioNTech,118960338
France,2022-12-03,Johnson&Johnson,1090884
France,2022-12-03,Moderna,24057061
France,2022-12-03,Novavax,35433
France,2022-12-03,Pfizer/BioNTech,118980542
France,2022-12-04,Moderna,24057200
France,2022-12-04,Novavax,35439
France,2022-12-04,Pfizer/BioNTech,118985449
France,2022-12-05,Johnson&Johnson,1090888
France,2022-12-05,Moderna,24058862
France,2022-12-05,Novavax,35483
France,2022-12-05,Pfizer/BioNTech,119033910
France,2022-12-06,Johnson&Johnson,1090890
France,2022-12-06,Moderna,24061697
France,2022-12-06,Novavax,35545
France,2022-12-06,Pfizer/BioNTech,119117598
France,2022-12-07,Johnson&Johnson,1090896
France,2022-12-07,Moderna,24063820
France,2022-12-07,Novavax,35636
France,2022-12-07,Pfizer/BioNTech,119180135
France,2022-12-08,Johnson&Johnson,1090897
France,2022-12-08,Moderna,24066539
France,2022-12-08,Novavax,35685
France,2022-12-08,Pfizer/BioNTech,119265373
France,2022-12-09,Johnson&Johnson,1090900
France,2022-12-09,Moderna,24069819
France,2022-12-09,Novavax,35743
France,2022-12-09,Pfizer/BioNTech,119368046
France,2022-12-10,Johnson&Johnson,1090901
France,2022-12-10,Moderna,24071358
France,2022-12-10,Novavax,35779
France,2022-12-10,Pfizer/BioNTech,119405227
France,2022-12-11,Moderna,24071670
France,2022-12-11,Novavax,35786
France,2022-12-11,Pfizer/BioNTech,119414545
France,2022-12-12,Johnson&Johnson,1090909
France,2022-12-12,Moderna,24073918
France,2022-12-12,Novavax,35857
France,2022-12-12,Pfizer/BioNTech,119487212
France,2022-12-13,Johnson&Johnson,1090911
France,2022-12-13,Moderna,24077413
France,2022-12-13,Novavax,35973
France,2022-12-13,Pfizer/BioNTech,119597806
France,2022-12-14,Moderna,24080003
France,2022-12-14,Novavax,36061
France,2022-12-14,Pfizer/BioNTech,119676625
France,2022-12-15,Johnson&Johnson,1090913
France,2022-12-15,Moderna,24082972
France,2022-12-15,Novavax,36140
France,2022-12-15,Pfizer/BioNTech,119779970
France,2022-12-16,Johnson&Johnson,1090915
France,2022-12-16,Moderna,24086471
France,2022-12-16,Novavax,36226
France,2022-12-16,Pfizer/BioNTech,119892863
France,2022-12-17,Johnson&Johnson,1090916
France,2022-12-17,Moderna,24087848
France,2022-12-17,Novavax,36290
France,2022-12-17,Pfizer/BioNTech,119927509
France,2022-12-18,Johnson&Johnson,1090917
France,2022-12-18,Moderna,24088132
France,2022-12-18,Novavax,36303
France,2022-12-18,Pfizer/BioNTech,119934558
